,autor,libro,metaTL,poema,fragmento,destinatario,texto,AA#1-Espasa(1989)-Roman num.,AA#2-Espasa(1989)-Arabian num.,MM#1-Etc.,MM#2-Etc.,,,,,,,
50253,Antonio Machado,02-Campos de Castilla (1907-1917),,El indiano,I,,"De aquellos campos malditos, 
Miguel a sus dos hermanos 
compró una parte, que mucho 
caudal de América trajo, 
y aun en tierra mala, el oro 
luce mejor que enterrado, 
y más en mano de pobres 
que oculto en orza de barro. 

Diose a trabajar la tierra 
con fe y tesón el indiano, 
y a laborar los mayores 
sus pegujales tornaron. 

Ya con macizas espigas, 
preñadas de rubios granos, 
a los campos de Miguel
tornó el fecundo verano; 
y ya de aldea en aldea 
se cuenta como un milagro, 
que los asesinos tienen 
la maldición en sus campos. 

Ya el pueblo canta una copla 
que narra el crimen pasado: 
«A la orilla de la fuente 
lo asesinaron. 
¡Que mala muerte le dieron 
los hijos malos! 
En la laguna sin fondo 
al padre muerto arrojaron. 
No duerme bajo la tierra 
el que la tierra ha labrado.»",CXIV,114,,,,,,,,,
50254,Antonio Machado,02-Campos de Castilla (1907-1917),,El indiano,II,,"Miguel, con sus dos lebreles 
y armado de su escopeta, 
hacia el azul de los montes, 
en una tarde serena,
caminaba entre los verdes 
chopos de la carretera, 
y oyó una voz que cantaba: 
«No tiene tumba en la tierra. 
Entre los pinos del valle 
del Revinuesa, 
al padre muerto llevaron 
hasta la Laguna Negra.»",CXIV,114,,,,,,,,,
50255,Antonio Machado,02-Campos de Castilla (1907-1917),,La casa,I,,"La casa de Alvargonzález 
era una casona vieja, 
con cuatro estrechas ventanas, 
separada de la aldea 
cien pasos y entre dos olmos 
que, gigantes centinelas, 
sombra le dan en verano, 
y en el otoño hojas secas. 
Es casa de labradores, 
gente aunque rica plebeya, 
donde el hogar humeante 
con sus escaños de piedra 
se ve sin entrar, si tiene 
abierta al campo la puerta. 

Al arrimo del rescoldo
del hogar borbollonean 
dos pucherillos de barro, 
que a dos familias sustentan. 

A diestra mano, la cuadra 
y el corral, a la siniestra, 
huerto y abejar y, al fondo, 
una gastada escalera, 
que va a las habitaciones 
partidas en dos viviendas. 

Los Alvargonzález moran 
con sus mujeres en ellas;
a ambas parejas que hubieron,
sin que lograrse pudieran, 
dos hijos, sobrado espacio 
les da la casa paterna. 

En una estancia que tiene
luz al huerto, hay una mesa 
con gruesa tabla de roble, 
dos sillones de vaqueta, 
colgado en el muro, un negro 
ábaco de enormes cuentas, 
y unas espuelas mohosas 
sobre un arcón de madera. 

Era una estancia olvidada 
donde hoy Miguel se aposenta. 
Y era allí donde los padres 
veían en primavera 
el huerto en flor, y en el cielo 
de mayo, azul, la cigüeña 
—cuando las rosas se abren 
y los zarzales blanquean— 
que enseñaba a sus hijuelos 
a usar de las alas lentas.

Y en las noches del verano, 
cuando la calor desvela, 
desde la ventana al dulce 
ruiseñor cantar oyeran. 

Fue allí donde Alvargonzález, 
del orgullo de su huerta 
y del amor de los suyos, 
sacó sueños de grandeza. 

Cuando en brazos de la madre 
vio la figura risueña 
del primer hijo, bruñida 
de rubio sol la cabeza, 
del niño que levantaba 
las codiciosas, pequeñas 
manos a las rojas guindas
y a las moradas ciruelas, 
o aquella tarde de otoño 
dorada, plácida y buena, 
él pensó que ser podría 
feliz el hombre en la tierra. 

Hoy canta el pueblo una copla 
que va de aldea en aldea: 
«¡Oh casa de Alvargonzález, 
qué malos días te esperan; 
casa de los asesinos, 
que nadie llame a tu puerta!»",CXIV,114,,,,,,,,,
50256,Antonio Machado,02-Campos de Castilla (1907-1917),,La casa,II,,"Es una tarde de otoño. 
En la alameda dorada 
no quedan ya ruiseñores; 
enmudeció la cigarra. 

Las últimas golondrinas, 
que no emprendieron la marcha, 
morirán, y las cigüeñas 
de sus nidos de retamas, 
en torres y campanarios, huyeron. 

Sobre la casa 
de Alvargonzález, los olmos 
sus hijas que el viento arranca 
van dejando. Todavía 
las tres redondas acacias,
en el atrio de la iglesia, 
conservan verdes sus ramas, 
y las castañas de Indias 
a intervalos se desgajan 
cubiertas de sus erizos; 
tiene el rosal rosas grana 
otra vez, y en las praderas 
brilla la alegre otoñada. 

En laderas y en alcores, 
en ribazos y cañadas, 
el verde nuevo y la hierba,
aún del estío quemada, 
alternan; los serrijones
pelados, las lomas calvas, 
se coronan de plomizas 
nubes apelotonadas; 
y bajo el pinar gigante, 
entre las marchitas zarzas 
y amarillentos helechos, 
corren las crecidas aguas 
a engrosar el padre río 
por canchales y barrancas. 
Abunda en la tierra un gris 
de plomo y azul de plata, 
con manchas de roja herrumbre, 
todo envuelto en luz violada. 

¡Oh tierras de Alvargonzález, 
en el corazón de España, 
tierras pobres, terras tristes, 
tan tristes que tienen alma!

Páramo que cruza el lobo 
aullando a la luna clara 
de bosque a bosque, baldíos 
llenos de peñas rodadas, 
donde roída de buitres 
brilla una osamenta blanca; 
pobres campos solitarios 
sin caminos ni posadas, 

¡oh pobres campos malditos, 
pobres campos de mi patria!",CXIV,114,,,,,,,,,
50257,Antonio Machado,02-Campos de Castilla (1907-1917),,La tierra,I,,"Una mañana de otoño, 
cuando la tierra se labra, 
Juan y el indiano aparejan 
las dos yuntas de la casa. 
Martín se quedó en el huerto 
arrancando hierbas malas.",CXIV,114,,,,,,,,,
50258,Antonio Machado,02-Campos de Castilla (1907-1917),,La tierra,II,,"Una mañana de otoño, 
cuando los campos se aran, 
sobre un otero, que tiene 
el cielo de la mañana 
por fondo, la parda yunta 
de Juan lentamente avanza. 

Cardos, lampazos y abrojos, 
avena loca y cizaña 
llenan la tierra maldita, 
tenaz a picoyaescarda. 

Del corvo arado de roble 
la hundida reja trabaja 
con vano esfuerzo; parece, 
que al par que hiende la entraña 
del campo y hace camino,
se cierra otra vez la zanja. 

«Cuando el asesino labre 
será su labor pesada; 
antes que un surco en la tierra, 
tendrá una arruga en su cara.»",CXIV,114,,,,,,,,,
50259,Antonio Machado,02-Campos de Castilla (1907-1917),,La tierra,III,,"Martín, que estaba en la huerta 
cavando, sobre su azada 
quedó apoyado un momento; 
frío sudor le bañaba 
el rostro. 

Por el Oriente, 
la luna llena manchada 
de un arrebol purpurino, 
lucía tras de la tapia 
del huerto. 

Martín tenía 
la sangre de horror helada. 
La azada que que hundió en la tierra 
teñida de sangre estaba.",CXIV,114,,,,,,,,,
50260,Antonio Machado,02-Campos de Castilla (1907-1917),,La tierra,IV,,"En la tierra en que ha nacido 
supo afincar el indiano; 
por mujer a una doncella 
rica y hermosa ha tomado. 

La hacienda de Alvargonzález 
ya es suya, que sus hermanos 
todo lo vendieron: casa, 
huerto, colmenar y campo.",CXIV,114,,,,,,,,,
50261,Antonio Machado,02-Campos de Castilla (1907-1917),,Los asesinos,I,,"Juan y Martín, los mayores 
de Alvargonzález, un día 
pesada marcha emprendieron 
con el alba, Duero arriba. 

La estrella de la mañana 
en el alto azul ardía. 
Se iba tiñendo de rosa 
la espesa y blanca neblina 
de los valles y barrancos, 
y algunas nubes plomizas 
a Urbión, donde el Duero nace, 
como un turbante ponían. 

Se acercaban a la fuente. 
El agua clara corría, 
sonando cual si contara
una vieja historia, dicha 
mil veces y que tuviera 
mil veces que repetirla. 

Agua que corre en el campo 
dice en su monotonía: 
Yo sé el crimen, ¿no es un crimen 
cerca del agua, la vida? 

Al pasar los dos hermanos 
relataba el agua limpia: 

«A la vera de la fuente 
Alvargonzález dormía.»",CXIV,114,,,,,,,,,
50262,Antonio Machado,02-Campos de Castilla (1907-1917),,Los asesinos,II,,"—Anoche, cuando volvía 
a casa—Juan a su hermano 
dijo—a la luz de la luna 
era la huerta un milagro. 

Lejos, entre los rosales, 
divisé un hombre inclinado 
hacia la tierra; brillaba 
una hoz de plata en su mano. 

Después irguióse y, volviendo 
el rostro, dio algunos pasos 
por el huerto, sin mirarme, 
y a poco lo vi encorvado 
otra vez sobre la tierra. 

Tenía el cabello blanco. 
La luna llena brillaba,
y era la huerta un milagro.",CXIV,114,,,,,,,,,
50263,Antonio Machado,02-Campos de Castilla (1907-1917),,Los asesinos,III,,"Pasado habían el puerto 
de Santa Inés, ya mediada 
la tarde, una tarde triste 
de noviembre, fría y parda. 
Hacia la Laguna Negra 
silenciosos caminaban.",CXIV,114,,,,,,,,,
50264,Antonio Machado,02-Campos de Castilla (1907-1917),,Los asesinos,IV,,"Cuando la tarde caía, 
entre las vetustas hayas 
y los pinos centenarios, 
un rojo sol se filtraba. 

Era un paraje de bosque 
y peñas aborrascadas; 
aquí bocas que bostezan 
o monstruos de fieras garras; 
allí una informe joroba,
allá una grotesca panza, 
torvos hocicos de fieras 
y dentaduras melladas, 
rocas y rocas, y troncos 
y troncos, ramas y ramas. 
En el hondón del barranco 
la noche, el miedo y el agua.",CXIV,114,,,,,,,,,
50265,Antonio Machado,02-Campos de Castilla (1907-1917),,Los asesinos,V,,"Un lobo surgió, sus ojos 
lucían como dos ascuas. 
Era la noche, una noche 
húmeda, obscura y cerrada. 

Los dos hermanos quisieron 
volver. La selva ululaba. 
Cien ojos fieros ardían 
en la selva, a sus espaldas.",CXIV,114,,,,,,,,,
50266,Antonio Machado,02-Campos de Castilla (1907-1917),,Los asesinos,VI,,"Llegaron los asesinos 
hasta la Laguna Negra, 
agua transparente y muda 
que enorme muro de piedra, 
donde los buitres anidan 
y el eco duerme, rodea; 
agua clara donde beben 
las águilas de la sierra, 
donde el jabalí del monte 
y el ciervo y el corzo abrevan; 
agua pura y silenciosa 
que copia cosas eternas; 
agua impasible que guarda 
en su seno las estrellas. 

¡Padre!, gritaron; al fondo 
de la laguna serena 
cayeron, y el eco ¡padre!
repitió de peña en peña. ",CXIV,114,,,,,,,,,
50267,Antonio Machado,02-Campos de Castilla (1907-1917),,(A un olmo seco),,,"Al olmo viejo, hendido por el rayo 
y en su mitad podrido, 
con las lluvias de abril y el sol de mayo, 
algunas hojas verdes le han salido. 

¡El olmo centenario en la colina 
que lame el Duero! Un musgo amarillento 
le mancha la corteza blanquecina 
al tronco carcomido y polvoriento. 

No será, cual los álamos cantores 
que guardan el camino y la ribera, 
habitado de pardos ruiseñores. 

Ejército de hormigas en hilera 
va trepando por él, y en sus entrañas 
urden sus telas grises las arañas.

Antes que te derribe, olmo del Duero, 
con su hacha el leñador, y el carpintero 
te convierta en melena de campana, 
lanza de carro o yugo de carreta; 
antes que rojo en el hogar, mañana, 
ardas de alguna mísera caseta, 
al borde de un camino; 
antes que te descuaje un torbellino 
y tronche el soplo de las sierras blancas; 
antes que el río hasta la mar te empuje 
por valles y barrancas, 
olmo, quiero anotar en mi cartera 
la gracia de tu rama verdecida. 
Mi corazón espera 
también, hacia la luz y hacia la vida, 
otro milagro de la primavera. 
 
(Soria, 1912.)",CXV,115,,,,,,,,,
50268,Antonio Machado,02-Campos de Castilla (1907-1917),,(Recuerdos),,,"¡Oh Soria, cuando miro los frescos naranjales 
cargados de perfume, y el campo enverdecido,
abiertos los jazmines, maduros los trigales, 
azules las montañas y el olivar florido; 
Guadalquivir corriendo al mar entre vergeles; 
y al sol de abril los huertos colmados de azucenas, 
y los enjambres de oro, para libar sus mieles 
dispersos en los campos, huir de sus colmenas; 
yo sé la encina roja crujiendo en tus hogares, 
barriendo el cierzo helado tu campo empedernido; 
y en sierras agrias sueño—¡Urbión, sobre pinares! 
¡Moncayo blanco, al cielo aragonés, erguido!— 

Y pienso: Primavera, como un escalofrío 
irá a cruzar el alto solar del romancero, 
ya verdearán de chopos las márgenes del río. 

¿Dará sus verdes hojas el olmo aquel del Duero? 

Tendrán los campanarios de Soria sus cigüeñas,
y la roqueda parda más de un zarzal en flor; 
ya los rebaños blancos, por entre grises peñas, 
hacia los altos prados conducirá el pastor. 

¡Oh, en el azul, vosotras, viajeras golondrinas 
que vais al joven Duero, rebaños de merinos, 
con rumbo hacia las altas praderas numantinas, 
por las cañadas hondas y al sol de los caminos; 
hayedos y pinares que cruza el ágil ciervo, 
montañas, serrijones, lomazos, parameras, 
en donde reina el águila, por donde busca el cuervo 
su infecto expoliario; menudas sementeras 
cual sayos cenicientos, casetas y majadas 
entre desnuda roca, arroyos y hontanares, 
donde a la tarde beben las yuntas fatigadas, 
dispersos huertecillos, humildes abejares! ... 

¡Adiós, tierra de Soria; adiós el alto llano 
cercado de colinas y crestas militares,
alcores y roquedas del yermo castellano, 
fantasmas de robledos y sombras de encinares! 

En la desesperanza y en la melancolía 
de tu recuerdo, Soria, mi corazón se abreva. 

Tierra de alma, toda, hacia la tierra mía, 
por los floridos valles, mi corazón te lleva. 
 
(En el tren.—Abril 1913)",CXVI,116,,,,,,,,,
50269,Antonio Machado,02-Campos de Castilla (1907-1917),,(Al maestro «Azorín» por su libro Castilla),,,"La venta de Cidones está en la carretera 
que va de Soria a Burgos. Leonarda, la ventera, 
que llaman la Ruipérez, es una viejecita 
que aviva el fuego donde borbolla la marmita. 

Ruipérez, el ventero, un viejo diminuto 
—bajo las cejas grises, dos ojos de hombre astuto—, 
contempla silencioso la lumbre del hogar. 

Se oye la marmita al fuego borbollar. 

Sentado ante una mesa de pino, un caballero 
escribe. Cuando moja la pluma en el tintero, 
dos ojos tristes lucen en un semblante enjuto. 

El caballero es joven, vestido va de luto. 

El viento frío azota los chopos del camino. 
Se ve pasar de polvo un blanco remolino. 

La tarde se va haciendo sombría. El enlutado, 
la mano en la mejilla, medita ensimismado. 

Cuando el correo llegue, que el caballero aguarda,
la tarde habrá caído sobre la tierra parda 
de Soria. Todavía los grises serrijones, 
con ruinas de encinares y mellas de aluviones, 
las lomas azuladas, las agrias barranqueras, 
picotas y colinas, ribazos y laderas 
del páramo sombrío por donde cruza el Duero, 
darán al sol de ocaso su resplandor de acero. 

La venta se obscurece. El rojo lar humea. 
La mecha de un mohoso candil arde y chispea. 

El enlutado tiene clavados en el fuego 
los ojos largo rato; se los enjuga luego 
con un pañuelo blanco. ¿Por qué le hará llorar 
o el son de la marmita, el ascua del hogar? 

Cerró la noche. Lejos se escucha el traqueteo 
y el galopar de un coche que avanza. Es el correo.",CXVII,117,,,,,,,,,
50270,Antonio Machado,02-Campos de Castilla (1907-1917),,(Caminos),,,"De la ciudad moruna 
tras las murallas viejas,
yo contemplo la tarde silenciosa, 
a solas con mi sombra y con mi pena. 

El río va corriendo, 
entre sombrías huertas 
y grises olivares, 
por los alegres campos de Baeza. 

Tienen las vides pámpanos dorados 
sobre las rojas cepas. 
Guadalquivir, como un alfanje roto 
y disperso, reluce y espejea. 

Lejos, los montes duermen 
envueltos en la niebla, 
niebla de otoño, maternal; descansan
las rudas moles de su ser de piedra 
en esta tibia tarde de noviembre, 
tarde piadosa, cárdena y violeta. 

El viento ha sacudido 
los mustios olmos de la carretera, 
levantando en rosados torbellinos 
el polvo de la tierra. 
La luna está subiendo 
amoratada, jadeante y llena. 

Los caminitos blancos 
se cruzan y se alejan, 
buscando los dispersos caseríos 
del valle y de la sierra. 
Caminos de los campos . . . 
¡Ay, ya no puedo caminar con ella!",CXVIII,118,,,,,,,,,
50271,Antonio Machado,02-Campos de Castilla (1907-1917),,"Señor, ya me arrancaste lo que yo más quería",,,"Señor, ya me arrancaste lo que yo más quería. 
Oye otra vez, Dios mío, mi corazón clamar. 
Tu voluntad se hizo, Señor, contra la mía. 
Señor, ya estamos solos mi corazón y el mar.
",CXIX,119,,,,,,,,,
50272,Antonio Machado,02-Campos de Castilla (1907-1917),,Dice la esperanza: un día,,,"Dice la esperanza: un día 
la verás, si bien esperas. 
Dice la desesperanza: 
sólo tu amargura es ella. 
Late, corazón . . . No todo 
se lo ha tragado la tierra.",CXX,120,,,,,,,,,
50273,Antonio Machado,02-Campos de Castilla (1907-1917),,"Allá, en las tierras altas",,,"Allá, en las tierras altas, 
por donde traza el Duero 
su curva de ballesta 
en torno a Soria, entre plomizos cerros 
y manchas de raídos encinares, 
mi corazón está vagando, en sueños . . . 

¿No ves, Leonor, los álamos del río 
con sus ramajes yertos? 
Mira el Moncayo azul y blanco; dame 
tu mano y paseemos. 
Por estos campos de la tierra mía, 
bordados de olivares polvorientos, 
voy caminando solo, 
triste, cansado, pensativo y viejo.",CXXI,121,,,,,,,,,
